"","FIPS","City","Year","Population","Primary.Point","Date"
"291",1951375,"Merrill","July 01 1996",765,"POINT (-96.2524909 42.7205507)",1996-07-01
"292",1928245,"Fonda","July 01 2017",592,"POINT (-94.8459417 42.581696)",2017-07-01
"293",1975135,"State Center","April 01 2010",1468,"POINT (-93.1652582 42.0148885)",2010-04-01
"294",1962445,"Persia","July 01 2014",300,"POINT (-95.5704116 41.5785892)",2014-07-01
"295",1978060,"Tiffin","July 01 2009",1882,"POINT (-91.658392 41.7067521)",2009-07-01
"296",1969690,"Sageville","July 01 2007",215,"POINT (-90.7061464 42.5489155)",2007-07-01
"297",1919450,"Dedham","July 01 1998",262,"POINT (-94.8232369 41.9087315)",1998-07-01
"298",1916815,"Coulter","July 01 2016",266,"POINT (-93.3700471 42.73312)",2016-07-01
"299",1912990,"Chelsea","July 01 1995",347,"POINT (-92.3945142 41.9204989)",1995-07-01
"300",1971895,"Shambaugh","April 01 2010",191,"POINT (-95.0352465 40.6574753)",2010-04-01
"301",1972345,"Sheldahl","July 01 1995",311,"POINT (-93.6967164 41.8642901)",1995-07-01
"302",1903295,"Ashton","July 01 2016",430,"POINT (-95.7924931 43.308844)",2016-07-01
"303",1940170,"Kalona","July 01 2009",2532,"POINT (-91.7018231 41.4873802)",2009-07-01
"304",1945840,"Little Sioux","April 01 1990",205,"POINT (-96.0274587 41.8082038)",1990-04-01
"305",1918255,"Dallas Center","July 01 1998",1681,"POINT (-93.9816407 41.6854114)",1998-07-01
"306",1947865,"McClelland","July 01 1993",142,"POINT (-95.68343 41.3284733)",1993-07-01
"307",1983055,"Webster","July 01 2017",70,"POINT (-92.1715154 41.4378773)",2017-07-01
"308",1933465,"Guttenberg","July 01 2017",1826,"POINT (-91.1059046 42.7887133)",2017-07-01
"309",1974955,"Stanley","July 01 1995",111,"POINT (-91.8123104 42.6416487)",1995-07-01
"310",1978330,"Titonka","July 01 2003",551,"POINT (-94.0413989 43.2371658)",2003-07-01
"311",1930810,"Gillett Grove","July 01 2008",54,"POINT (-95.0366368 43.0167093)",2008-07-01
"312",1980985,"Villisca","July 01 2016",1172,"POINT (-94.9819234 40.9298265)",2016-07-01
"313",1957045,"Northboro","July 01 2009",54,"POINT (-95.2936381 40.6080172)",2009-07-01
"314",1905185,"Beaver","July 01 2002",52,"POINT (-94.139911 42.0382078)",2002-07-01
"315",1980175,"Valeria","July 01 2012",56,"POINT (-93.3255658 41.7297895)",2012-07-01
"316",1973335,"Sioux City","July 01 1996",84105,"POINT (-96.3901359 42.4958196)",1996-07-01
"317",1977430,"Tennant","July 01 2004",71,"POINT (-95.4449352 41.5941155)",2004-07-01
"318",1960240,"Oto","July 01 1999",141,"POINT (-95.8945487 42.2820807)",1999-07-01
"319",1915240,"Colo","July 01 2008",866,"POINT (-93.3185991 42.014482)",2008-07-01
"320",1970320,"Salix","July 01 2005",386,"POINT (-96.3158764 42.3206398)",2005-07-01
"321",1969375,"Rutland","April 01 1990",149,"POINT (-94.2951894 42.7614337)",1990-04-01
"322",1954165,"Morrison","July 01 1993",121,"POINT (-92.6732838 42.3429631)",1993-07-01
"323",1914475,"Clio","July 01 1996",99,"POINT (-93.4513925 40.6359742)",1996-07-01
"324",1957225,"North English","July 01 1998",1017,"POINT (-92.0776314 41.5164005)",1998-07-01
"325",1981120,"Vining","July 01 2016",49,"POINT (-92.3875202 41.990983)",2016-07-01
"326",1925815,"Essex","July 01 1991",878,"POINT (-95.3038067 40.832679)",1991-07-01
"327",1937155,"Hopkinton","July 01 2007",646,"POINT (-91.248661 42.3431218)",2007-07-01
"328",1950880,"Melbourne","April 01 2000",794,"POINT (-93.1026156 41.9415478)",2000-04-01
"329",1975990,"Stuart","July 01 1991",1538,"POINT (-94.3186774 41.5002688)",1991-07-01
"330",1954705,"Mount Sterling","July 01 2001",40,"POINT (-91.5452743 40.9621765)",2001-07-01
"331",1941520,"Kirkman","July 01 2005",74,"POINT (-95.2672884 41.7280558)",2005-07-01
"332",1970230,"Salem","July 01 1998",468,"POINT (-91.6206406 40.8519773)",1998-07-01
"333",1915105,"College Springs","July 01 2007",232,"POINT (-95.1211184 40.6212901)",2007-07-01
"334",1966360,"Rembrandt","July 01 2003",221,"POINT (-95.1656104 42.8257187)",2003-07-01
"335",1919000,"Davenport","July 01 1997",97676,"POINT (-90.6051955 41.5557666)",1997-07-01
"336",1948900,"Manly","July 01 1999",1316,"POINT (-93.2009752 43.2880706)",1999-07-01
"337",1948495,"Magnolia","July 01 2003",195,"POINT (-95.8741284 41.6921843)",2003-07-01
"338",1940440,"Kellogg","July 01 1997",701,"POINT (-92.9070787 41.7180274)",1997-07-01
"339",1910135,"Camanche","July 01 2014",4362,"POINT (-90.2766777 41.7927587)",2014-07-01
"340",1919090,"Davis City","July 01 2013",190,"POINT (-93.8126017 40.6401518)",2013-07-01
"341",1944580,"Le Roy","July 01 2015",14,"POINT (-93.5924703 40.8783629)",2015-07-01
"342",1916860,"Council Bluffs","July 01 2007",59944,"POINT (-95.8520558 41.2368193)",2007-07-01
"343",1979680,"Unionville","July 01 2002",126,"POINT (-92.6957756 40.8181841)",2002-07-01
"344",1949755,"Marshalltown","July 01 2008",25790,"POINT (-92.9066945 42.0341021)",2008-07-01
"345",1949305,"Marble Rock","April 01 1990",361,"POINT (-92.8683374 42.9647201)",1990-04-01
"346",1979905,"Urbana","July 01 1996",787,"POINT (-91.887274 42.2284093)",1996-07-01
"347",1974460,"Spragueville","July 01 1992",119,"POINT (-90.4320591 42.0717247)",1992-07-01
"348",1901180,"Alleman","July 01 2001",438,"POINT (-93.6094604 41.8158459)",2001-07-01
"349",1964560,"Prescott","July 01 1993",265,"POINT (-94.6129796 41.0238035)",1993-07-01
"350",1934455,"Hardy","July 01 1998",41,"POINT (-94.0511447 42.8101495)",1998-07-01
"351",1969015,"Rowan","July 01 2007",197,"POINT (-93.5504173 42.7391166)",2007-07-01
"352",1922395,"Dubuque","July 01 2004",57302,"POINT (-90.7066112 42.5006649)",2004-07-01
"353",1968475,"Roland","July 01 1994",1041,"POINT (-93.5028373 42.1660381)",1994-07-01
"354",1938460,"Ionia","July 01 2014",285,"POINT (-92.4584186 43.0360537)",2014-07-01
"355",1902125,"Andrew","July 01 2018",409,"POINT (-90.5919309 42.153216)",2018-07-01
"356",1909280,"Buffalo Center","July 01 2011",896,"POINT (-93.9428112 43.3893894)",2011-07-01
"357",1918435,"Danville","July 01 2013",935,"POINT (-91.3145579 40.8600374)",2013-07-01
"358",1975450,"Stockton","July 01 2005",180,"POINT (-90.8564268 41.5908278)",2005-07-01
"359",1915060,"Colfax","July 01 2003",2205,"POINT (-93.240454 41.676085)",2003-07-01
"360",1910450,"Cantril","July 01 2018",206,"POINT (-92.0684662 40.6428412)",2018-07-01
"361",1936705,"Holland","April 01 2010",282,"POINT (-92.7988148 42.3999555)",2010-04-01
"362",1950430,"Maurice","July 01 2013",274,"POINT (-96.1827384 42.9660542)",2013-07-01
"363",1938415,"Inwood","July 01 1997",824,"POINT (-96.4350789 43.3092965)",1997-07-01
"364",1915465,"Colwell","July 01 1992",93,"POINT (-92.5910417 43.1577091)",1992-07-01
"365",1914115,"Cleghorn","July 01 2018",217,"POINT (-95.7126506 42.812537)",2018-07-01
"366",1932070,"Grand River","April 01 1990",171,"POINT (-93.9633868 40.8189407)",1990-04-01
"367",1917895,"Curlew","July 01 1994",55,"POINT (-94.7377341 42.9795272)",1994-07-01
"368",1983190,"Weldon","July 01 2005",143,"POINT (-93.7355473 40.8972891)",2005-07-01
"369",1930225,"George","July 01 2012",1099,"POINT (-96.0027092 43.341995)",2012-07-01
"370",1900595,"Afton","July 01 2012",847,"POINT (-94.1953729 41.0276183)",2012-07-01
"371",1907930,"Braddyville","July 01 2007",166,"POINT (-95.0311862 40.5806312)",2007-07-01
"372",1921045,"De Soto","July 01 1996",1179,"POINT (-94.009715 41.5363839)",1996-07-01
"373",1926895,"Farmington","July 01 2003",729,"POINT (-91.7390137 40.6388538)",2003-07-01
"374",1960420,"Ottosen","July 01 1995",68,"POINT (-94.3755469 42.8980883)",1995-07-01
"375",1950655,"Maysville","July 01 2007",160,"POINT (-90.718486 41.6495455)",2007-07-01
"376",1924645,"Elgin","July 01 2003",655,"POINT (-91.6355924 42.9553694)",2003-07-01
"377",1968295,"Rockwell City","July 01 2015",2128,"POINT (-94.6289164 42.3981318)",2015-07-01
"378",1949170,"Mapleton","April 01 2010",1224,"POINT (-95.7904763 42.167086)",2010-04-01
"379",1937200,"Hornick","July 01 1999",219,"POINT (-96.0970575 42.2304643)",1999-07-01
"380",1962760,"Pierson","July 01 2006",354,"POINT (-95.8652766 42.5428025)",2006-07-01
"381",1939585,"Jesup","April 01 1990",2121,"POINT (-92.0659027 42.4744701)",1990-04-01
"382",1903610,"Auburn","April 01 1990",283,"POINT (-94.8777258 42.2495688)",1990-04-01
"383",1930540,"Gibson","July 01 2013",60,"POINT (-92.3920455 41.480236)",2013-07-01
"384",1945795,"Little Rock","April 01 1990",493,"POINT (-95.880437 43.4454349)",1990-04-01
"385",1935310,"Hawkeye","July 01 1991",463,"POINT (-91.950354 42.9377417)",1991-07-01
"386",1928740,"Franklin","July 01 2003",128,"POINT (-91.5118028 40.6669652)",2003-07-01
"387",1913755,"Clarksville","April 01 1990",1382,"POINT (-92.6680076 42.7799869)",1990-04-01
"388",1961905,"Paullina","July 01 1997",1103,"POINT (-95.6840248 42.9796318)",1997-07-01
"389",1965055,"Pulaski","July 01 2008",268,"POINT (-92.2737906 40.6928807)",2008-07-01
"390",1909145,"Buck Grove","July 01 1994",65,"POINT (-95.3951051 41.9178251)",1994-07-01
"391",1976755,"Swea City","July 01 2016",518,"POINT (-94.3109198 43.3832998)",2016-07-01
"392",1956460,"New Sharon","July 01 2003",1272,"POINT (-92.6509239 41.4701036)",2003-07-01
"393",1909145,"Buck Grove","July 01 2002",49,"POINT (-95.3951051 41.9178251)",2002-07-01
"394",1912900,"Charter Oak","April 01 2010",502,"POINT (-95.5891719 42.0682534)",2010-04-01
"395",1950430,"Maurice","July 01 2016",274,"POINT (-96.1827384 42.9660542)",2016-07-01
"396",1965595,"Randall","July 01 2003",144,"POINT (-93.602632 42.2371232)",2003-07-01
"397",1906175,"Bertram","July 01 2002",269,"POINT (-91.5376397 41.9511334)",2002-07-01
"398",1939585,"Jesup","July 01 2006",2355,"POINT (-92.0659027 42.4744701)",2006-07-01
"399",1919945,"Denison","July 01 2015",8311,"POINT (-95.3528292 42.0159708)",2015-07-01
"400",1929190,"Fremont","July 01 2009",673,"POINT (-92.4342399 41.2125273)",2009-07-01
"401",1910135,"Camanche","July 01 2013",4401,"POINT (-90.2766777 41.7927587)",2013-07-01
"402",1963570,"Pleasanton","July 01 2018",44,"POINT (-93.7430081 40.5824833)",2018-07-01
"403",1957720,"Norway","July 01 2007",600,"POINT (-91.9226667 41.9022211)",2007-07-01
"404",1955110,"Muscatine","July 01 2012",23820,"POINT (-91.0680884 41.4194742)",2012-07-01
"405",1954930,"Moville","July 01 2009",1497,"POINT (-96.0679063 42.4894254)",2009-07-01
"406",1902755,"Arion","July 01 1992",148,"POINT (-95.4623218 41.9481606)",1992-07-01
"407",1934455,"Hardy","July 01 1993",41,"POINT (-94.0511447 42.8101495)",1993-07-01
"408",1944400,"Le Mars","April 01 1990",8454,"POINT (-96.1742476 42.7809352)",1990-04-01
"409",1916140,"Coppock","July 01 2012",47,"POINT (-91.7150539 41.163535)",2012-07-01
"410",1938010,"Ida Grove","July 01 1997",2303,"POINT (-95.4731796 42.343883)",1997-07-01
"411",1984540,"Westphalia","July 01 2016",121,"POINT (-95.3936653 41.7192516)",2016-07-01
"412",1932970,"Greenville","July 01 2004",88,"POINT (-95.1461167 43.0169781)",2004-07-01
"413",1908470,"Brighton","April 01 2010",652,"POINT (-91.8212009 41.1746979)",2010-04-01
"414",1941655,"Klemme","July 01 2018",470,"POINT (-93.6013217 43.0097729)",2018-07-01
"415",1969330,"Ruthven","July 01 2012",715,"POINT (-94.8984503 43.1300915)",2012-07-01
"416",1900370,"Adair","July 01 2003",798,"POINT (-94.6434132 41.5003898)",2003-07-01
"417",1984585,"West Point","July 01 1999",1221,"POINT (-91.4522808 40.7149629)",1999-07-01
"418",1907345,"Bonaparte","April 01 2000",458,"POINT (-91.8005215 40.7011739)",2000-04-01
"419",1947955,"Macedonia","July 01 2005",315,"POINT (-95.426772 41.1919281)",2005-07-01
"420",1925005,"Ellston","April 01 2000",57,"POINT (-94.1087541 40.8404932)",2000-04-01
"421",1947505,"Luzerne","April 01 2010",96,"POINT (-92.1802573 41.9057019)",2010-04-01
"422",1918075,"Dakota City","July 01 2005",835,"POINT (-94.1976919 42.7229033)",2005-07-01
"423",1922800,"Dundee","July 01 2007",170,"POINT (-91.5461458 42.5798507)",2007-07-01
"424",1964560,"Prescott","July 01 2005",253,"POINT (-94.6129796 41.0238035)",2005-07-01
"425",1915195,"Collins","April 01 1990",455,"POINT (-93.3082881 41.9019614)",1990-04-01
"426",1949305,"Marble Rock","July 01 2017",292,"POINT (-92.8683374 42.9647201)",2017-07-01
"427",1953310,"Monona","July 01 2002",1495,"POINT (-91.3912037 43.0512734)",2002-07-01
"428",1953760,"Montrose","July 01 2006",934,"POINT (-91.4165412 40.526117)",2006-07-01
"429",1950610,"Maynard","July 01 2007",440,"POINT (-91.8774931 42.7739217)",2007-07-01
"430",1940665,"Kensett","July 01 2019",256,"POINT (-93.2106319 43.3534357)",2019-07-01
"431",1954795,"Mount Union","July 01 1999",164,"POINT (-91.3908331 41.0576119)",1999-07-01
"432",1965820,"Raymond","July 01 2005",634,"POINT (-92.2295794 42.4693809)",2005-07-01
"433",1918255,"Dallas Center","July 01 2002",1671,"POINT (-93.9816407 41.6854114)",2002-07-01
"434",1961320,"Panora","July 01 1998",1194,"POINT (-94.3637004 41.6910202)",1998-07-01
"435",1945975,"Livermore","July 01 2017",363,"POINT (-94.1840413 42.8680302)",2017-07-01
"436",1950430,"Maurice","July 01 2009",258,"POINT (-96.1827384 42.9660542)",2009-07-01
"437",1908560,"Bristow","July 01 2009",160,"POINT (-92.9079267 42.7738236)",2009-07-01
"438",1932475,"Granville","July 01 1995",263,"POINT (-95.8748315 42.9852282)",1995-07-01
"439",1946245,"Lohrville","July 01 2005",364,"POINT (-94.5515983 42.2671725)",2005-07-01
"440",1973425,"Sioux Rapids","July 01 2015",775,"POINT (-95.1487935 42.891608)",2015-07-01
"441",1984450,"West Okoboji","July 01 2009",401,"POINT (-95.163113 43.348994)",2009-07-01
"442",1960240,"Oto","July 01 2018",103,"POINT (-95.8945487 42.2820807)",2018-07-01
"443",1974775,"St. Donatus","July 01 2015",132,"POINT (-91.4457379 42.0529659)",2015-07-01
"444",1929955,"Garner","July 01 1992",2982,"POINT (-93.6032978 43.0995359)",1992-07-01
"445",1974775,"Springville","July 01 2009",1018,"POINT (-91.4457379 42.0529659)",2009-07-01
"446",1958395,"Oakville","July 01 2015",169,"POINT (-91.0436173 41.0981152)",2015-07-01
"447",1972975,"Sibley","July 01 1997",2819,"POINT (-95.7437957 43.401265)",1997-07-01
"448",1940935,"Keosauqua","July 01 2006",1058,"POINT (-91.9605345 40.7346892)",2006-07-01
"449",1979500,"Underwood","July 01 2007",837,"POINT (-95.6820111 41.3807698)",2007-07-01
"450",1905680,"Belmond","July 01 2006",2357,"POINT (-93.6084501 42.8465738)",2006-07-01
"451",1974685,"Spring Hill","July 01 1995",91,"POINT (-93.6498879 41.4121875)",1995-07-01
"452",1978330,"Titonka","July 01 1995",602,"POINT (-94.0413989 43.2371658)",1995-07-01
"453",1902125,"Andrew","July 01 2005",448,"POINT (-90.5919309 42.153216)",2005-07-01
"454",1905185,"Beaver","July 01 2011",48,"POINT (-94.139911 42.0382078)",2011-07-01
"455",1974415,"Spirit Lake","July 01 2019",5155,"POINT (-95.1108029 43.4177008)",2019-07-01
"456",1906805,"Blairstown","July 01 2013",675,"POINT (-92.0823291 41.9062103)",2013-07-01
"457",1949260,"Marathon","July 01 2014",238,"POINT (-94.9828656 42.8601931)",2014-07-01
"458",1986970,"Woodward","July 01 2016",1452,"POINT (-93.9208014 41.8522961)",2016-07-01
"459",1922395,"Dubuque","July 01 1997",57356,"POINT (-90.7066112 42.5006649)",1997-07-01
"460",1933060,"Grimes","July 01 2016",11906,"POINT (-93.7945972 41.6775439)",2016-07-01
"461",1982740,"Waukon","July 01 1993",4530,"POINT (-91.4781367 43.2683975)",1993-07-01
"462",1926850,"Farmersburg","July 01 1993",290,"POINT (-91.3670694 42.9588667)",1993-07-01
"463",1937560,"Humboldt","July 01 2011",4671,"POINT (-94.2245141 42.7231707)",2011-07-01
"464",1947280,"Luther","July 01 2012",121,"POINT (-93.8200542 41.9669307)",2012-07-01
"465",1946830,"Lovilia","July 01 2006",535,"POINT (-92.9081459 41.1349356)",2006-07-01
"466",1910585,"Carbon","July 01 1992",56,"POINT (-94.8240034 41.0496609)",1992-07-01
"467",1972840,"Shueyville","July 01 2002",361,"POINT (-91.6521789 41.8465835)",2002-07-01
"468",1974775,"St. Olaf","July 01 1996",119,"POINT (-91.4457379 42.0529659)",1996-07-01
"469",1955200,"Mystic","July 01 2007",582,"POINT (-92.9446124 40.7791816)",2007-07-01
"470",1919675,"Delhi","July 01 2019",469,"POINT (-91.3305383 42.4302416)",2019-07-01
"471",1971760,"Seymour","July 01 2011",692,"POINT (-93.1211905 40.6824151)",2011-07-01
"472",1906850,"Blakesburg","July 01 1993",300,"POINT (-92.6348019 40.9619732)",1993-07-01
"473",1913350,"Churdan","July 01 2012",377,"POINT (-94.4786263 42.1538724)",2012-07-01
"474",1915420,"Columbus Junction","July 01 2004",1867,"POINT (-91.3650803 41.2787342)",2004-07-01
"475",1924600,"Eldridge","April 01 2000",4159,"POINT (-90.5805427 41.6393994)",2000-04-01
"476",1963750,"Pleasantville","April 01 2010",1694,"POINT (-93.272777 41.3864748)",2010-04-01
"477",1918435,"Danville","July 01 2012",928,"POINT (-91.3145579 40.8600374)",2012-07-01
"478",1904780,"Bassett","July 01 2014",66,"POINT (-92.5157252 43.0620062)",2014-07-01
"479",1928920,"Fraser","July 01 2019",103,"POINT (-93.9734887 42.1250435)",2019-07-01
"480",1902755,"Arion","July 01 2006",113,"POINT (-95.4623218 41.9481606)",2006-07-01
"481",1959070,"Ollie","April 01 2010",215,"POINT (-92.0923057 41.1991478)",2010-04-01
"482",1949305,"Marble Rock","July 01 1999",328,"POINT (-92.8683374 42.9647201)",1999-07-01
"483",1957720,"Norway","July 01 1996",611,"POINT (-91.9226667 41.9022211)",1996-07-01
"484",1939765,"Johnston","July 01 1996",6399,"POINT (-93.7172578 41.6856012)",1996-07-01
"485",1916500,"Corning","July 01 2006",1633,"POINT (-94.7395154 40.9929182)",2006-07-01
"486",1907210,"Bode","April 01 1990",335,"POINT (-94.2862417 42.868027)",1990-04-01
"487",1927210,"Fenton","July 01 1998",329,"POINT (-94.4279672 43.2181569)",1998-07-01
"488",1987690,"Zwingle","July 01 1994",87,"POINT (-90.6874539 42.2971718)",1994-07-01
"489",1962850,"Pilot Mound","July 01 2017",170,"POINT (-94.0183302 42.1592616)",2017-07-01
"490",1932295,"Grant","July 01 2015",85,"POINT (-94.9850119 41.1427142)",2015-07-01
"491",1952545,"Minburn","July 01 2014",375,"POINT (-94.0285158 41.7575518)",2014-07-01
"492",1904825,"Batavia","July 01 2017",552,"POINT (-92.1673927 40.9951023)",2017-07-01
"493",1933465,"Guttenberg","July 01 2001",1967,"POINT (-91.1059046 42.7887133)",2001-07-01
"494",1914475,"Clio","July 01 2014",80,"POINT (-93.4513925 40.6359742)",2014-07-01
"495",1972210,"Sheffield","July 01 2003",935,"POINT (-93.208697 42.8928802)",2003-07-01
"496",1940845,"Keokuk","July 01 1999",12495,"POINT (-91.403029 40.4095595)",1999-07-01
"497",1976620,"Swaledale","July 01 1991",460,"POINT (-93.3154698 42.9765243)",1991-07-01
"498",1911035,"Carpenter","July 01 2009",129,"POINT (-93.0172679 43.414988)",2009-07-01
"499",1932745,"Greene","July 01 1992",1138,"POINT (-92.8043393 42.8969089)",1992-07-01
"500",1956280,"New Liberty","July 01 2001",125,"POINT (-90.8779898 41.7159641)",2001-07-01
"501",1982740,"Waukon","July 01 2007",3889,"POINT (-91.4781367 43.2683975)",2007-07-01
"502",1934590,"Harpers Ferry","July 01 1991",283,"POINT (-91.1520093 43.2009123)",1991-07-01
"503",1924825,"Elkport","July 01 2014",34,"POINT (-91.2749402 42.7415739)",2014-07-01
"504",1904420,"Bancroft","July 01 2012",726,"POINT (-94.2175386 43.292755)",2012-07-01
"505",1964470,"Prairie City","July 01 2002",1358,"POINT (-93.2391586 41.5952729)",2002-07-01
"506",1961815,"Paton","April 01 2010",236,"POINT (-94.2550567 42.1642219)",2010-04-01
"507",1944130,"Ledyard","July 01 2008",128,"POINT (-94.1585893 43.4205973)",2008-07-01
"508",1902620,"Aredale","July 01 1996",89,"POINT (-93.0053681 42.8331955)",1996-07-01
"509",1904825,"Batavia","July 01 1991",543,"POINT (-92.1673927 40.9951023)",1991-07-01
"510",1937470,"Hudson","April 01 1990",2037,"POINT (-92.4519085 42.4320012)",1990-04-01
"511",1908470,"Brighton","July 01 1998",683,"POINT (-91.8212009 41.1746979)",1998-07-01
"512",1901990,"Anamosa","April 01 1990",5100,"POINT (-91.2757691 42.109152)",1990-04-01
"513",1914970,"Coin","July 01 2005",207,"POINT (-95.2348731 40.6560633)",2005-07-01
"514",1974775,"St. Marys","July 01 1999",108,"POINT (-91.4457379 42.0529659)",1999-07-01
"515",1973110,"Sigourney","July 01 2016",2005,"POINT (-92.2045421 41.3340975)",2016-07-01
